ranking,commercial_stage,classificacao,opportunity_score,verification_score,commercial_fit_score,priority_score,cnpj,razao_social,uf,municipio_empresa,orgao_contratante,contrato_id,objeto,valor_original,regime_legal,regime_proven,regime_probable_14133,exact_budget_date,proxy_date,proxy_type,minimum_elapsed_confirmed,temporal_reasoning,calculation_blocked,data_base_status,valor_potencial,teto_teorico,document_request_ready,contact_readiness,human_review_status,claim_readiness,email,telefone,site,argumento_comercial,linguagem_proibida,proxima_acao,sinais_favoraveis,incertezas,documentos_faltantes
416,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,94.0,17.5,76.6,68.42,10364152000399,LINCE - SEGURANCA PATRIMONIAL LTDA.,PR,Curitiba,TRIBUNAL DE JUSTIÇA ESTADO DO PARANA,77821841000194-2-000014/2024,"Prestação de serviços continuados de vigilância armada e desarmada, em regime de empreitada por preço global e dedicação exclusiva de mão de obra, a serem executados nas unidades judiciárias da Regional VIII (Maringá) do Poder Judiciário do Estado do Paraná, em conformidade com as condições previstas no Termo de Referência.",17477982.2,UNKNOWN,False,True,,2024-01-29,data_assinatura,True,Assinatura em 2024-01-29 há 918 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.76 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como obras_infraestrutura (conf=0.76) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
417,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,95.0,17.5,78.0,68.41,03222465000185,DALBA ENGENHARIA E EMPREENDIMENTOS LTDA,PR,FRANCISCO BELTRAO,"Departamento de Informacao, Pesquisa e Planejamento",77816510000166-2-000169/2024,Contratacao de empresa especializada na area de engenharia para execucao de servicos de terraplanagem em areas institucionais do Municipio de Francisco Beltrao - PR.,10192732.37,UNKNOWN,False,True,,2024-12-12,data_assinatura,True,Assinatura em 2024-12-12 há 600 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.80 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como terraplenagem_contencao (conf=0.80) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
418,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,95.0,17.5,78.0,68.41,10684046000120,CONSTRUTORA DANILO BANDEIRA LTDA,PR,CASCAVEL,TRIBUNAL DE JUSTIÇA ESTADO DO PARANA,77821841000194-2-000241/2023,"CONTRATO DE EMPREITADA PELO REGIME DE CONTRATAÇÃO INTEGRADA QUE ENTRE SI FAZEM O TRIBUNAL DE JUSTIÇA DO ESTADO DO PARANÁ E A EMPRESA CONSTRUTORA DANILO BANDEIRA LTDA., PARA A ELABORAÇÃO DOS PROJETOS BÁSICO E EXECUTIVO E EXECUÇÃO DA OBRA DE CONSTRUÇÃO DE NOVO EDIFÍCIO PARA ABRIGAR O FÓRUM DA COMARCA DE PEABIRU
1.1. O objeto do presente instrumento é a contratação de empresa para elaboração dos proj",10215900.0,UNKNOWN,False,True,,2024-01-16,data_assinatura,True,Assinatura em 2024-01-16 há 931 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.80 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como edificacoes (conf=0.80) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
419,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,95.0,17.5,78.0,68.38,82083270000178,CONSTRUTORA SERRA DA PRATA LTDA,PR,Pontal do Paraná,Unidade administrativa,01609843000152-2-000380/2024,"REFORMA E AMPLIAÇÃO DOS MOLHES DO CANAL DNOS (DEPARTAM)ENTO NACIONAL DE OBRAS E SANEAMENTO) com estrutura de rochas no molhe leste com calçamento em bloco de concreto intertravado e banco de bloco de concreto, implantação do sistema de iluminação pública em ambos e placa de comunicação visual - Molhe Leste. REFORMA E AMPLIAÇÃO DOS MOLHES DO CANAL DNOS (DEPARTAM)ENTO NACIONAL DE OBRAS E SANEAMENTO)",9929964.04,UNKNOWN,False,True,,2024-10-23,data_assinatura,True,Assinatura em 2024-10-23 há 650 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.80 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como saneamento_redes (conf=0.80) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
420,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,95.0,17.5,78.0,68.38,39819708000104,CLEOMAR NUNES DE ALMEIDA LTDA   ME,PR,Itapejara d'Oeste,MUNICIPIO DE ITAPEJARA D'OESTE,76995430000152-2-000052/2025,Contratacao de empresa especializada na prestacao de servicos de obra de Engenharia Civil com a finalidade da execucao da construcao de unidade escolar com 13 salas padrao FNDE  conforme memorial descritivo  projetos e demais especificacoes constantes deste Edital e no Termo de Referencia.,9988000.0,UNKNOWN,False,True,,2025-07-11,data_assinatura,True,Assinatura em 2025-07-11 há 389 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.80 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como edificacoes (conf=0.80) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
421,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,94.0,17.5,76.6,68.38,00065497000126,AMBIENTAL LTDA,RS,Capão da Canoa,"Secretaria de Gestão, Inovação e Planejamento",90836693000140-2-000223/2025,"Contratação emergencial de empresa especializada para gestão e inovação da Área de Transbordo e Triagem (ATT) municipal, incluindo operação de limpeza, triagem, carregamento, transporte e destinação final de Resíduos Sólidos Vegetais, Resíduos Sólidos Volumosos e Resíduos da Construção Civil (RSCC), bem como modernização da infraestrutura da ATT.
P.A. 5166/2025",17053758.35,UNKNOWN,False,True,,2025-07-11,data_assinatura,True,Assinatura em 2025-07-11 há 389 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.76 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como obras_infraestrutura (conf=0.76) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
422,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,95.0,17.5,78.0,68.33,27943728000103,O.S.L. INFRAESTRUTURA LTDA,PR,Nova Olímpia,Unidade administrativa,75799577000104-2-000001/2025,"Contratação de empresa especializada para realização de reforma e ampliação da Unidade de Atenção Especializada do Hospital Municipal de Nova Olímpia, em conformidade com o projeto de engenharia, memorial descritivo, planilha orçamentária e cronograma físico-financeiro, por intermédio do termo de convênio n°. 249/2024, que celebram o Estado do Paraná, por intermédio da Secretária de Estado da Saúd",9534297.96,UNKNOWN,False,True,,2025-01-06,data_assinatura,True,Assinatura em 2025-01-06 há 575 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.80 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como edificacoes (conf=0.80) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
423,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,94.0,17.5,76.6,68.32,00061493000170,ENCOPAV ENGENHARIA LTDA,RS,SAO LEOPOLDO,DEPARTAMENTO AUTÔNOMO DE ESTRADAS DE RODAGEM,92883834000100-2-000013/2024,"contratação de empresa para prestação de Serviços Continuados de Conservação Rotineira e Recuperação em Rodovias Pavimentadas do DAER/RS, em caráter emergencial, sob a jurisdição da 5* Superintendência Regional, sediada no município de Cruz Alta, nas condições estabelecidas no Termo de Referência, Anexo V, ao Termo de Dispensa de Licitação.",16459862.38,UNKNOWN,False,True,,2024-05-24,data_assinatura,True,Assinatura em 2024-05-24 há 802 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.76 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como pavimentacao_rodoviaria (conf=0.76) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
424,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,94.0,17.5,76.6,68.31,89713903000123,CONSTRUTORA GIOVANELLA LTDA,RS,LAJEADO,DEPARTAMENTO AUTÔNOMO DE ESTRADAS DE RODAGEM,92883834000100-2-000022/2024,"Serviços Continuados de Conservação Rotineira e Recuperação em Rodovias Pavimentadas do DAER/RS, em caráter emergencial, sob a jurisdição da 11ª Superintendência Regional, sediada no município de Lajeado.",16270090.27,UNKNOWN,False,True,,2024-05-01,data_assinatura,True,Assinatura em 2024-05-01 há 825 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.76 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como pavimentacao_rodoviaria (conf=0.76) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
425,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,95.0,17.5,78.0,68.23,77744134000141,PEDREIRA SANTIAGO LTDA,PR,CHOPINZINHO,SECRETARIA DE OBRAS E URBANISMO,76205970000195-2-000067/2024,"CONTRATACAO DE EMPRESA DE ENGENHARIA PARA EXECUCAO IMPLANTACAO E RECAPE DE PAVIMENTO ASFALTICO COM CONCRETO BETUMINOSO USINADO A QUENTE - CBUQ, DRENAGEM PLUVIAL, MEIO FIO DE SARJETA, PASSEIOS, ACESSIBILIDADES E SINALIZACAO VIARIA.",8789000.0,UNKNOWN,False,True,,2024-07-17,data_assinatura,True,Assinatura em 2024-07-17 há 748 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.80 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como pavimentacao_rodoviaria (conf=0.80) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
426,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,94.0,17.5,76.6,68.23,78080199000100,N DALMINA CONSTRUCOES LTDA,PR,Cascavel,UNIOESTE REITOR - Universidade Estadual do Oeste do Paraná - Reitoria,78680337000184-2-000059/2024,"Empreitada por preço unitário, para a construção do Edifício da Central de Abastecimento Farmacêutico, Almoxarifado e Transportes do HUOP, da Universidade Estadual do Oeste do Paraná - UNIOESTE",15447105.0,UNKNOWN,False,True,,2024-12-17,data_assinatura,True,Assinatura em 2024-12-17 há 595 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.76 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como edificacoes (conf=0.76) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
427,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,94.0,17.5,76.6,68.23,26387303000100,TROIA ASSESSORIA E SERVIÇOS TECNICOS LTDA,RS,Passo Fundo,MUNICÍPIO DE PASSO FUNDO,87612537000190-2-000106/2024,"Contratação de empresa especializada para prestação de serviços continuados de Analista Técnico de Informações do eSocial, Arteterapeuta, Atendente de Farmácia, Auxiliar de Estoque, Cozinheira, Porteiro, Recepcionista, Gerente de Atenção Básica e Técnico em Gerência em Saúde, junto às dependências e unidades das Secretarias Municipais de Saúde e de Administração, em regime de empreitada global, pe",15520753.92,UNKNOWN,False,True,,2024-06-25,data_assinatura,True,Assinatura em 2024-06-25 há 770 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.76 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como obras_infraestrutura (conf=0.76) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
428,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,95.0,17.5,78.0,68.18,00220982000127,MATT CONSTRUTORA LTDA,RS,VILA MARIA,DEPARTAMENTO AUTÔNOMO DE ESTRADAS DE RODAGEM,92883834000100-2-000016/2025,"O objeto do presente instrumento é a contratação de empresa para prestação de
serviços continuados de conservação rotineira e recuperação em pistas, acostamentos, elementos de drenagem, sinalização horizontal provisória e segurança viária, roçadas, limpezas e atividades correlatas, nas faixas de domínio das rodovias estaduais, não pavimentadas, sob a jurisdição da 6ª Superintendência Regional do ",8396844.34,UNKNOWN,False,True,,2025-05-06,data_assinatura,True,Assinatura em 2025-05-06 há 455 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.80 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como pavimentacao_rodoviaria (conf=0.80) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
429,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,94.0,17.5,76.6,68.17,60342215000112,CONSORCIO NOVAS CONCESSOES PARANAENSE,PR,Curitiba,DER - Departamento de Estradas de Rodagem do Estado do Paraná,76669324000189-2-000054/2025,Contratação de serviços técnicos especializados para assessoramento à Coordenadoria de Concessão e Pedágios Rodoviários.,14830902.0,UNKNOWN,False,True,,2025-04-28,data_assinatura,True,Assinatura em 2025-04-28 há 463 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.76 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como pavimentacao_rodoviaria (conf=0.76) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
